pokemon_id,name,species,weight,height,type1,type2,sprite,artwork,shiny_artwork,hp,attack,defense,special_attack,special_defense,speed,gen,romanji,jap_name,flavor_text,female,male,gender_label,special_group
612,haxorus,Axe Jaw Pokémon,1055,18,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/612.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/612.png,76,147,90,60,70,97,generation-v,Ononokus,オノノクス,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
613,cubchoo,Chill Pokémon,85,5,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/613.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/613.png,55,70,40,60,40,40,generation-v,Kumasyun,クマシュン,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
614,beartic,Freezing Pokémon,2600,26,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/614.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/614.png,95,130,80,70,80,50,generation-v,Tunbear,ツンベアー,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
615,cryogonal,Crystallizing Pokémon,1480,11,ice,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/615.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/615.png,80,50,50,95,135,105,generation-v,Freegeo,フリージオ,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",0.0,0.0,Genderless,Ordinary
616,shelmet,Snail Pokémon,77,4,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/616.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/616.png,50,40,85,40,65,25,generation-v,Chobomaki,チョボマキ,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
617,accelgor,Shell Out Pokémon,253,8,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/617.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/617.png,80,70,40,100,60,145,generation-v,Agilder,アギルダー,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
618,stunfisk,Trap Pokémon,110,7,ground,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/618.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/618.png,109,66,84,81,99,32,generation-v,Maggyo,マッギョ,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
619,mienfoo,Martial Arts Pokémon,200,9,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/619.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/619.png,45,85,50,55,50,65,generation-v,Kojofu,コジョフー,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
620,mienshao,Martial Arts Pokémon,355,14,fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/620.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/620.png,65,125,60,95,60,105,generation-v,Kojondo,コジョンド,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
621,druddigon,Cave Pokémon,1390,16,dragon,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/621.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/621.png,77,120,90,60,90,48,generation-v,Crimgan,クリムガン,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
622,golett,Automaton Pokémon,920,10,ground,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/622.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/622.png,59,74,50,35,50,35,generation-v,Gobit,ゴビット,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.",0.0,0.0,Genderless,Ordinary
623,golurk,Automaton Pokémon,3300,28,ground,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/623.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/623.png,89,124,80,55,80,55,generation-v,Goloog,ゴルーグ,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,0.0,0.0,Genderless,Ordinary
624,pawniard,Sharp Blade Pokémon,102,5,dark,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/624.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/624.png,45,85,70,40,40,60,generation-v,Komatana,コマタナ,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
625,bisharp,Sword Blade Pokémon,700,16,dark,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/625.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/625.png,65,125,100,60,70,70,generation-v,Kirikizan,キリキザン,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
626,bouffalant,Bash Buffalo Pokémon,946,16,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/626.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/626.png,95,110,95,40,95,55,generation-v,Buffron,バッフロン,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
627,rufflet,Eaglet Pokémon,105,5,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/627.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/627.png,70,83,50,37,50,60,generation-v,Washibon,ワシボン,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.",0.0,100.0,Female 0.0% / Male 100.0%,Ordinary
628,braviary,Valiant Pokémon,410,15,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/628.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/628.png,100,123,75,57,75,80,generation-v,Warrgle,ウォーグル,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,0.0,100.0,Female 0.0% / Male 100.0%,Ordinary
629,vullaby,Diapered Pokémon,90,5,dark,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/629.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/629.png,70,55,75,45,65,60,generation-v,Valchai,バルチャイ,Their wings are too tiny to allow them to fly. They guard their posteriors with bones that were gathered by Mandibuzz.,100.0,0.0,Female 100.0% / Male 0.0%,Ordinary
630,mandibuzz,Bone Vulture Pokémon,395,12,dark,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/630.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/630.png,110,65,105,55,95,80,generation-v,Vulgina,バルジーナ,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,100.0,0.0,Female 100.0% / Male 0.0%,Ordinary
631,heatmor,Anteater Pokémon,580,14,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/631.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/631.png,85,97,66,105,66,65,generation-v,Kuitaran,クイタラン,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
632,durant,Iron Ant Pokémon,330,3,bug,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/632.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/632.png,58,109,112,48,48,109,generation-v,Aiant,アイアント,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
633,deino,Irate Pokémon,173,8,dark,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/633.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/633.png,52,65,50,45,50,38,generation-v,Monozu,モノズ,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
634,zweilous,Hostile Pokémon,500,14,dark,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/634.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/634.png,72,85,70,65,70,58,generation-v,Dihead,ジヘッド,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
635,hydreigon,Brutal Pokémon,1600,18,dark,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/635.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/635.png,92,105,90,125,90,98,generation-v,Sazandora,サザンドラ,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
636,larvesta,Torch Pokémon,288,11,bug,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/636.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/636.png,55,85,55,50,55,60,generation-v,Merlarva,メラルバ,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
637,volcarona,Sun Pokémon,460,16,bug,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/637.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/637.png,85,60,65,135,105,100,generation-v,Ulgamoth,ウルガモス,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
638,cobalion,Iron Will Pokémon,2500,21,steel,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/638.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/638.png,91,90,129,90,72,108,generation-v,Cobalon,コバルオン,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.,0.0,0.0,Genderless,Legendary
639,terrakion,Cavern Pokémon,2600,19,rock,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/639.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/639.png,91,129,90,72,90,108,generation-v,Terrakion,テラキオン,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.,0.0,0.0,Genderless,Legendary
640,virizion,Grassland Pokémon,2000,20,grass,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/640.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/640.png,91,90,72,90,129,108,generation-v,Virizion,ビリジオン,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.,0.0,0.0,Genderless,Legendary
641,tornadus,Cyclone Pokémon,630,15,flying,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/641.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/641.png,79,115,70,125,80,111,generation-v,Tornelos,トルネロス,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,0.0,100.0,Female 0.0% / Male 100.0%,Legendary
642,thundurus,Bolt Strike Pokémon,610,15,electric,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/642.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/642.png,79,115,70,125,80,111,generation-v,Voltolos,ボルトロス,Countless charred remains mar the landscape of places through which Thundurus has passed.,0.0,100.0,Female 0.0% / Male 100.0%,Legendary
643,reshiram,Vast White Pokémon,3300,32,dragon,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/643.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/643.png,100,120,100,150,120,90,generation-v,Reshiram,レシラム,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.",0.0,0.0,Genderless,Legendary
644,zekrom,Deep Black Pokémon,3450,29,dragon,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/644.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/644.png,100,150,120,120,100,90,generation-v,Zekrom,ゼクロム,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",0.0,0.0,Genderless,Legendary
645,landorus,Abundance Pokémon,680,15,ground,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/645.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/645.png,89,125,90,115,80,101,generation-v,Landlos,ランドロス,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,0.0,100.0,Female 0.0% / Male 100.0%,Legendary
646,kyurem,Boundary Pokémon,3250,30,dragon,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/646.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/646.png,125,130,90,130,90,95,generation-v,Kyurem,キュレム,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",0.0,0.0,Genderless,Legendary
647,keldeo,Colt Pokémon,485,14,water,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/647.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/647.png,91,72,90,129,90,108,generation-v,Keldeo,ケルディオ,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",0.0,0.0,Genderless,Mythical
648,meloetta,Melody Pokémon,65,6,normal,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/648.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/648.png,100,77,77,128,128,90,generation-v,Meloetta,メロエッタ,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,0.0,0.0,Genderless,Mythical
649,genesect,Paleozoic Pokémon,825,15,bug,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/649.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/649.png,71,120,95,120,95,99,generation-v,Genesect,ゲノセクト,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",0.0,0.0,Genderless,Mythical
650,chespin,Spiny Nut Pokémon,90,4,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/650.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/650.png,56,61,65,48,45,38,generation-vi,Harimaron,ハリマロン,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",12.5,87.5,Female 12.5% / Male 87.5%,Ordinary
651,quilladin,Spiny Armor Pokémon,290,7,grass,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/651.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/651.png,61,78,95,56,58,57,generation-vi,Hariborg,ハリボーグ,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,12.5,87.5,Female 12.5% / Male 87.5%,Ordinary
652,chesnaught,Spiny Armor Pokémon,900,16,grass,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/652.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/652.png,88,107,122,74,75,64,generation-vi,Brigarron,ブリガロン,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,12.5,87.5,Female 12.5% / Male 87.5%,Ordinary
653,fennekin,Fox Pokémon,94,4,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/653.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/653.png,40,45,40,62,60,60,generation-vi,Fokko,フォッコ,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",12.5,87.5,Female 12.5% / Male 87.5%,Ordinary
654,braixen,Fox Pokémon,145,10,fire,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/654.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/654.png,59,59,58,90,70,73,generation-vi,Tairenar,テールナー,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",12.5,87.5,Female 12.5% / Male 87.5%,Ordinary
655,delphox,Fox Pokémon,390,15,fire,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/655.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/655.png,75,69,72,114,100,104,generation-vi,Mahoxy,マフォクシー,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",12.5,87.5,Female 12.5% / Male 87.5%,Ordinary
656,froakie,Bubble Frog Pokémon,70,3,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/656.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/656.png,41,56,40,62,44,71,generation-vi,Keromatsu,ケロマツ,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,12.5,87.5,Female 12.5% / Male 87.5%,Ordinary
657,frogadier,Bubble Frog Pokémon,109,6,water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/657.png,54,63,52,83,56,97,generation-vi,Gekogashira,ゲコガシラ,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",12.5,87.5,Female 12.5% / Male 87.5%,Ordinary
658,greninja,Ninja Pokémon,400,15,water,dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/658.png,72,95,67,103,71,122,generation-vi,Gekkouga,ゲッコウガ,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",12.5,87.5,Female 12.5% / Male 87.5%,Ordinary
659,bunnelby,Digging Pokémon,50,4,normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/659.png,38,36,38,32,36,57,generation-vi,Horubee,ホルビー,They use their large ears to dig burrows. They will dig the whole night through.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
660,diggersby,Digging Pokémon,424,10,normal,ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/660.png,85,56,77,50,77,78,generation-vi,Horudo,ホルード,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
661,fletchling,Tiny Robin Pokémon,17,3,normal,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/661.png,45,50,43,40,38,62,generation-vi,Yayakoma,ヤヤコマ,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.,50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
662,fletchinder,Ember Pokémon,160,7,fire,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/662.png,62,73,55,56,52,84,generation-vi,Hinoyakoma,ヒノヤコマ,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
663,talonflame,Scorching Pokémon,245,12,fire,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/663.png,78,81,71,74,69,126,generation-vi,Fiarrow,ファイアロー,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
664,scatterbug,Scatterdust Pokémon,25,3,bug,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/664.png,38,35,40,27,25,35,generation-vi,Kofukimushi,コフキムシ,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.",50.0,50.0,Female 50.0% / Male 50.0%,Ordinary
